,name,brand,country,city,power,price,km,year,years,years.category,y
681,Cabeza tractora Renault T 11 SC 460 T4X2 X-LOW SELECTION,Renault,HOLANDA,Berkel En Rodenrijs,469,44950,458738,2018,4,Medium,46567.2587
682,Cabeza tractora Iveco Stralis 440,Iveco,BÉLGICA,Hooglede,459,37500,357213,2018,4,Medium,46567.2587
683,Cabeza tractora DAF XF 480,DAF,FRANCIA,Yonne,480,47000,405000,2018,4,Medium,46567.2587
684,Cabeza tractora DAF XF 480,DAF,FRANCIA,Côte,480,52000,315000,2018,4,Medium,46567.2587
685,"Cabeza tractora Renault T-Series T 520 Highcab T4x2 E6, Standklima, Retarder",Renault,ALEMANIA,Greven,520,62800,568000,2018,4,Medium,46567.2587
686,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ITALIA,Modugno,480,60000,310803,2018,4,Medium,46567.2587
687,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ITALIA,Modugno,480,59500,388046,2018,4,Medium,46567.2587
688,Cabeza tractora MAN TGX 18.500,MAN,FRANCIA,Rhône,NA,45000,4.00E+05,2018,4,Medium,46567.2587
689,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,58700,528146,2018,4,Medium,46567.2587
690,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,54100,628489,2018,4,Medium,46567.2587
691,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,54700,612139,2018,4,Medium,46567.2587
692,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,56600,620273,2018,4,Medium,46567.2587
693,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,56900,624722,2018,4,Medium,46567.2587
694,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,65000,420344,2018,4,Medium,46567.2587
695,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,55400,593679,2018,4,Medium,46567.2587
696,Cabeza tractora DAF XF 480 / RETARDER / I-PARK COOL/ FULL OPTION,DAF,POLONIA,Bodzentyn,480,64900,454000,2018,4,Medium,46567.2587
697,Cabeza tractora convoy excepcional MAN TGS TGS 28.500 ACC 60 TON NUR 95.000 KM !!!,MAN,ALEMANIA,Gross Ippener,501,68800,95000,2018,4,Medium,46567.2587
698,Cabeza tractora convoy excepcional MAN TGX TGX 26.500 XLX BLS RETARDER NAVI ACC HYDRAULIK,MAN,ALEMANIA,Gross Ippener,501,43500,745000,2018,4,Medium,46567.2587
699,Cabeza tractora convoy excepcional MAN TGX TGX 26.500 XLX BLS RETARDER NAVI ACC HYDRAULIK,MAN,ALEMANIA,Gross Ippener,501,43500,7.00E+05,2018,4,Medium,46567.2587
700,Cabeza tractora convoy excepcional MAN TGX TGX 26.500 XLX BLS RETARDER NAVI ACC HYDRAULIK,MAN,ALEMANIA,Gross Ippener,501,43500,791000,2018,4,Medium,46567.2587
701,Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS Summer Edit,MAN,ITALIA,Piacenza,460,52000,494475,2018,4,Medium,46567.2587
702,Cabeza tractora DAF XF 530,DAF,BÉLGICA,Antwerpen,530,59500,467100,2018,4,Medium,46567.2587
703,Cabeza tractora Renault T-Series T 480 4x2,Renault,FRANCIA,Ain,NA,51000,479420,2018,4,Medium,46567.2587
704,"Cabeza tractora Scania S 450 NGS, highline,Skirts, FULL LED display ,Retarder , 2 x Tank",Scania,HOLANDA,Sliedrecht,450,59950,742000,2018,4,Medium,46567.2587
705,"Cabeza tractora Scania S 450 highline, Skirts,Retarder , 2 x Tank (1200 ltr), Laneguard",Scania,HOLANDA,Sliedrecht,450,59950,750711,2018,4,Medium,46567.2587
706,Tractora semi portamáquinas MAN TGX 26.640 6x2 Euro 6 Schwerlast *Tieflader 90 T,MAN,ALEMANIA,Kaufungen/Kassel,640,85900,241582,2018,4,Medium,46567.2587
707,Tractora semi portamáquinas MAN TGX 26.640 6x2 Euro 6 Schwerlast *Tieflader 90 T,MAN,ALEMANIA,Kaufungen/Kassel,640,85900,241582,2018,4,Medium,46567.2587
708,"Cabeza tractora MAN TGS 18.420 A 18.420 BLS/4x4, Klima, Intarder, Kipphydraulik",MAN,BÉLGICA,Roksem,420,77652,245000,2018,4,Medium,46567.2587
709,Cabeza tractora DAF XF 480,DAF,HOLANDA,Vuren,482,44900,610889,2018,4,Medium,46567.2587
710,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,58900,340992,2018,4,Medium,46567.2587
711,Cabeza tractora DAF XF 480 / SUPER SPACE CAB / LOW DECK / MEGA /,DAF,POLONIA,Bodzentyn,480,54900,372000,2018,4,Medium,46567.2587
712,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,479,49950,614400,2018,4,Medium,46567.2587
713,"Cabeza tractora MAN TGX TGX 18.420 4X2 BLS, Retarder, Standkl.",MAN,ALEMANIA,Greven,NA,35500,716000,2018,4,Medium,46567.2587
714,Cabeza tractora DAF XF 530,DAF,HOLANDA,Vuren,530,46950,703224,2018,4,Medium,46567.2587
715,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,56100,570601,2018,4,Medium,46567.2587
716,Cabeza tractora Volvo FMX 500,Volvo,HOLANDA,Veghel,500,64900,374485,2018,4,Medium,46567.2587
717,Cabeza tractora MAN TGX 28.500 XLX Hydraulik Liftachse Navi,MAN,HOLANDA,Veghel,500,67900,357644,2018,4,Medium,46567.2587
718,Cabeza tractora MAN TGS 18.460,MAN,FRANCIA,Bas,460,37500,240830,2018,4,Medium,46567.2587
719,Cabeza tractora Renault T-Series 480,Renault,FRANCIA,Deux,480,58500,320000,2018,4,Medium,46567.2587
720,Cabeza tractora Renault T-Series 480,Est,FRANCIA,Deux,480,56000,442600,2018,4,Medium,46567.2587
721,Cabeza tractora Iveco Stralis XP 510,Iveco,ITALIA,Fossano,510,56000,387000,2018,4,Medium,46567.2587
722,Cabeza tractora Renault T-Series,Renault,FRANCIA,Rhône,480,52900,404802,2018,4,Medium,46567.2587
723,Cabeza tractora Renault T-Series,Renault,FRANCIA,Rhône,460,58800,266911,2018,4,Medium,46567.2587
724,Cabeza tractora Mercedes Actros 1845 LS,Est,FRANCIA,Oise,450,68980,167500,2018,4,Medium,46567.2587
725,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,65500,377823,2018,4,Medium,46567.2587
726,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,67500,213939,2018,4,Medium,46567.2587
727,Cabeza tractora DAF XF 480,DAF,HOLANDA,Veghel,479,40900,597955,2018,4,Medium,46567.2587
728,"Cabeza tractora MAN TGX 18 420 EURO 6, Standairco, PTO",MAN,HOLANDA,Ede,420,39900,463000,2018,4,Medium,46567.2587
729,Cabeza tractora DAF XF 480,DAF,POLONIA,Szczecin,480,46800,553184,2018,4,Medium,46567.2587
730,Cabeza tractora Renault C-Series 460.18 DTI 11,Renault,POLONIA,Wolsztyn,460,38500,135000,2018,4,Medium,46567.2587
731,"Cabeza tractora MAN TGX 18.460 4X2 LLS,E6,XXL,Retar.Navi,Nebenabt",MAN,BÉLGICA,Asse,460,64500,449205,2018,4,Medium,46567.2587
732,"Cabeza tractora MAN TGX 18.460 4X2 LLS,E6,XXL,Retar.,Navi,Funk,2T",MAN,BÉLGICA,Asse,460,64100,459496,2018,4,Medium,46567.2587
733,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Mont,479,46900,529000,2018,4,Medium,46567.2587
734,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,59300,413712,2018,4,Medium,46567.2587
735,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,59900,441483,2018,4,Medium,46567.2587
736,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,66800,353240,2018,4,Medium,46567.2587
737,Cabeza tractora Renault T-Series,Renault,FRANCIA,Oise,480,58000,389770,2018,4,Medium,46567.2587
738,Cabeza tractora MAN TGX TGX 18.500 XXL- INTARDER- 2 Tanks-Standklima-Nav,MAN,ALEMANIA,Wuppertal,499,46890,470000,2018,4,Medium,46567.2587
739,Cabeza tractora Renault T-Series 480.19 DTI 13,Renault,FRANCIA,Indre,480,52500,467000,2018,4,Medium,46567.2587
740,Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS,MAN,ITALIA,Piacenza,460,52000,522979,2018,4,Medium,46567.2587
741,Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS,MAN,ITALIA,Piacenza,460,52000,507500,2018,4,Medium,46567.2587
742,Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS,MAN,ITALIA,Piacenza,460,52000,508521,2018,4,Medium,46567.2587
743,Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS,MAN,ITALIA,Piacenza,460,52000,532169,2018,4,Medium,46567.2587
744,"Cabeza tractora Scania S 450 NGS, highline,Skirts, FULL LED,Retarder , 2 x Tank (1200 ltr)",Scania,HOLANDA,Sliedrecht,450,59950,749000,2018,4,Medium,46567.2587
745,"Cabeza tractora Scania S 450 highline, Skirts,Retarder , 2 x Tank (1200 ltr)",Scania,HOLANDA,Sliedrecht,450,59950,749000,2018,4,Medium,46567.2587
746,Cabeza tractora DAF XF 480,DAF,HOLANDA,Oud Gastel,482,55950,410679,2018,4,Medium,46567.2587
747,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,62400,528402,2018,4,Medium,46567.2587
748,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,58900,487375,2018,4,Medium,46567.2587
749,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,67400,171701,2018,4,Medium,46567.2587
750,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,58000,507277,2018,4,Medium,46567.2587
751,Cabeza tractora Iveco Stralis 460,Iveco,HOLANDA,Veghel,459,30400,404523,2018,4,Medium,46567.2587
752,Cabeza tractora Volvo FH 420,Volvo,HOLANDA,Borne,428,81500,439204,2018,4,Medium,46567.2587
753,Cabeza tractora Renault T HIGH 440 ADR + Cruise control,Renault,HOLANDA,Borne,448,49500,592177,2018,4,Medium,46567.2587
754,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,61200,489680,2018,4,Medium,46567.2587
755,Cabeza tractora DAF XF 480,DAF,HOLANDA,Oud Gastel,482,54950,470395,2018,4,Medium,46567.2587
756,Cabeza tractora Renault T-Series T 480,Renault,FRANCIA,Ain,NA,58000,351804,2018,4,Medium,46567.2587
757,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Hooglede,479,46000,619107,2018,4,Medium,46567.2587
758,Cabeza tractora DAF XF 530,DAF,BÉLGICA,Antwerpen,530,59500,550550,2018,4,Medium,46567.2587
759,Cabeza tractora DAF XF 480,DAF,FRANCIA,Côte,480,40000,436000,2018,4,Medium,46567.2587
760,Cabeza tractora DAF XF 480,DAF,FRANCIA,Bouches,480,45900,530000,2018,4,Medium,46567.2587
761,Cabeza tractora Renault T 11 460 SC X-LOW T4X2 SELECTION,Renault,HOLANDA,Berkel En Rodenrijs,469,44950,449343,2018,4,Medium,46567.2587
762,Cabeza tractora Volvo FH 500,Volvo,BÉLGICA,Antwerpen,500,64500,468300,2018,4,Medium,46567.2587
763,Cabeza tractora Renault T-Series 480,Renault,FRANCIA,Hérault,480,51000,423900,2018,4,Medium,46567.2587
764,Cabeza tractora Scania S 520 ACC Navi 2x Tanks,Scania,HOLANDA,Veghel,519,70900,721975,2018,4,Medium,46567.2587
765,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Bree,479,43800,792382,2018,4,Medium,46567.2587
766,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,55500,625375,2018,4,Medium,46567.2587
767,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,57500,585548,2018,4,Medium,46567.2587
768,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,66600,371626,2018,4,Medium,46567.2587
769,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,64900,443768,2018,4,Medium,46567.2587
770,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,59500,403184,2018,4,Medium,46567.2587
771,Cabeza tractora Iveco Stralis AS 440S48,Iveco,ITALIA,Moncalieri,480,56000,350000,2018,4,Medium,46567.2587
772,Cabeza tractora DAF XF 430,DAF,ITALIA,Padova,430,62000,437000,2018,4,Medium,46567.2587
773,Cabeza tractora convoy excepcional Mercedes Actros Actros 1848 / Standklima / Retarder / Xenon,Mercedes,ALEMANIA,Salzgitter,476,56850,421641,2018,4,Medium,46567.2587
774,Cabeza tractora convoy excepcional Mercedes Actros Actros 1848 / Standklima / Retarder / Xenon,Mercedes,ALEMANIA,Salzgitter,476,56850,421641,2018,4,Medium,46567.2587
775,"Cabeza tractora Mercedes Arocs 1851 LS Arocs 4x4, HAD, HydroDrive, Hydraulik",Mercedes,ALEMANIA,Sittensen,510,73900,275532,2018,4,Medium,46567.2587
776,Cabeza tractora DAF XF,Est,ITALIA,Padova,NA,62000,443000,2018,4,Medium,46567.2587
777,Cabeza tractora DAF XF 106 XF106-530 / AUTOMATIC / INTARDER / RUNNING / SSC / DOUBLE TANK / NIGHT AIRCO / / 2018,DAF,HOLANDA,Velddriel,530,29000,860932,2018,4,Medium,46567.2587
778,Cabeza tractora DAF XF 480,DAF,FRANCIA,Calvados,480,65000,499000,2018,4,Medium,46567.2587
779,Cabeza tractora convoy excepcional Volvo FH FH 460 / Xenon / 2 Tanks / ADR,Volvo,ALEMANIA,Salzgitter,470,64950,447812,2018,4,Medium,46567.2587
780,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,61000,496313,2018,4,Medium,46567.2587
781,Cabeza tractora Scania R 500,Scania,HOLANDA,Veghel,500,58400,673370,2018,4,Medium,46567.2587
782,Cabeza tractora Scania R 450/ RETARDER/ I-PARK COOL / HYDRAULIC SYSTEM,Scania,POLONIA,Bodzentyn,451,71900,459000,2018,4,Medium,46567.2587
783,Cabeza tractora Scania R 500/ RETARDER/ I-PARK COOL / NAVI/ 1500 L /,Scania,POLONIA,Bodzentyn,501,54900,891000,2018,4,Medium,46567.2587
784,Cabeza tractora Scania R 450 / LOW DECK / RETARDER/MEGA/NEW MODEL/2018Y,Scania,POLONIA,Bodzentyn,451,69900,439000,2018,4,Medium,46567.2587
785,Cabeza tractora Volvo FH13 FH 13.540 Globetrotter XL - I parkcool - VEB+ - 2x tank - Fridge,Volvo,HOLANDA,Ravenstein,539,59400,587982,2018,4,Medium,46567.2587
786,Cabeza tractora MAN TGX TGX 18.460 XLX Euro 6 / Klima,MAN,ALEMANIA,Korschenbroich,NA,39900,517000,2018,4,Medium,46567.2587
787,Cabeza tractora Iveco Stralis HI-WAY,Iveco,FRANCIA,Var,480,39000,410000,2018,4,Medium,46567.2587
788,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ITALIA,Modugno,480,56000,540862,2018,4,Medium,46567.2587
789,Cabeza tractora Scania R 500/ RETARDER/ I-PARK COOL / NAVI/ 1500 L /,Scania,POLONIA,Bodzentyn,501,58900,752000,2018,4,Medium,46567.2587
790,Cabeza tractora Volvo FH 460 / EURO 6 / 2018 YEAR + SCHMITZ/ VARIOS/,Volvo,POLONIA,Bodzentyn,460,84900,4.00E+05,2018,4,Medium,46567.2587
791,Cabeza tractora DAF XF 106,DAF,FRANCIA,Puy,480,44000,792000,2018,4,Medium,46567.2587
792,Cabeza tractora Renault D-Series 430.19 DTI 11,Renault,FRANCIA,Hérault,430,31000,305895,2018,4,Medium,46567.2587
793,Cabeza tractora Iveco Stralis AS 440S46 LNG,Iveco,ITALIA,Moncalieri,460,52000,343000,2018,4,Medium,46567.2587
794,Cabeza tractora Scania R 500/ RETARDER/ I-PARK COOL / NAVI/ 1500 L /,Scania,POLONIA,Bodzentyn,501,55900,840000,2018,4,Medium,46567.2587
795,Cabeza tractora Scania G 410,Scania,HOLANDA,Nieuwendijk,NA,59900,655000,2018,4,Medium,46567.2587
796,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Bree,479,38700,828816,2018,4,Medium,46567.2587
797,Cabeza tractora Scania G 410,Scania,HOLANDA,Nieuwendijk,NA,58900,725000,2018,4,Medium,46567.2587
798,Cabeza tractora Iveco Stralis AS 440S46 LNG,Iveco,ITALIA,Moncalieri,460,52000,370000,2018,4,Medium,46567.2587
799,Cabeza tractora Mercedes Actros 1848 ACc LDW Hydraulik NUR 242 Tkm!!!,Mercedes,ALEMANIA,Hilden,480,64800,242771,2018,4,Medium,46567.2587
800,Cabeza tractora MAN TGX 18.500,MAN,FRANCIA,Vaucluse,NA,46000,560000,2018,4,Medium,46567.2587
801,Cabeza tractora DAF XF 480,DAF,FRANCIA,Vaucluse,480,48000,550000,2018,4,Medium,46567.2587
802,Cabeza tractora Iveco Stralis AS440S40TP LNG,Iveco,FRANCIA,Loire,400,32000,537562,2018,4,Medium,46567.2587
803,Cabeza tractora Iveco Stralis AS 440S48,Iveco,ITALIA,Moncalieri,480,56000,308000,2018,4,Medium,46567.2587
804,Cabeza tractora Iveco Stralis AS 440S46 LNG,Iveco,ITALIA,Moncalieri,460,52000,388000,2018,4,Medium,46567.2587
805,Cabeza tractora Iveco Stralis AS 440S46 LNG,Iveco,ITALIA,Moncalieri,460,52000,331000,2018,4,Medium,46567.2587
806,Cabeza tractora DAF XF 450 FT H4EN3,DAF,HOLANDA,S,448,41750,582272,2018,4,Medium,46567.2587
807,Cabeza tractora MAN TGX 26.460,MAN,HOLANDA,Velddriel,459,38500,350915,2018,4,Medium,46567.2587
808,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,53600,630180,2018,4,Medium,46567.2587
809,Cabeza tractora Renault T480 Pusher - 2x tank - Automatic - - Sliding 5th wheel,Renault,HOLANDA,Ravenstein,479,44950,619718,2018,4,Medium,46567.2587
810,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,56300,618135,2018,4,Medium,46567.2587
811,Cabeza tractora DAF XF 480,DAF,HOLANDA,Ede,479,41800,744000,2018,4,Medium,46567.2587
812,Cabeza tractora DAF XF 480,DAF,HOLANDA,Ede,479,41800,736000,2018,4,Medium,46567.2587
813,Cabeza tractora Renault T-Series,Renault,FRANCIA,Haute,480,67000,305700,2018,4,Medium,46567.2587
814,Cabeza tractora MAN TGX 18.500 XXL- INTARDER-Kompressor- Standklima,MAN,ALEMANIA,Wuppertal,499,58890,482000,2018,4,Medium,46567.2587
815,Cabeza tractora DAF XF 106,DAF,FRANCIA,Puy,480,44250,792000,2018,4,Medium,46567.2587
816,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,482,62400,547208,2018,4,Medium,46567.2587
817,Cabeza tractora Scania R 500,Scania,ITALIA,Piacenza,500,65000,681000,2018,4,Medium,46567.2587
818,Cabeza tractora Mercedes Arocs 1848 LS,Mercedes,FRANCIA,Meurthe,NA,69000,188500,2018,4,Medium,46567.2587
819,Cabeza tractora Iveco Stralis AS440S46T/P XP,Iveco,ITALIA,Piacenza,460,57000,361594,2018,4,Medium,46567.2587
820,Cabeza tractora MAN TGX 18.460,MAN,ITALIA,Melegnano,460,49000,630000,2018,4,Medium,46567.2587
821,Cabeza tractora Renault T 460 E6 Retarder Standklima 2 Tank 7 Stück-Unit,Renault,ALEMANIA,Hilden,460,43800,614254,2018,4,Medium,46567.2587
822,Cabeza tractora Renault T-Series,Renault,FRANCIA,Haute,480,64000,375784,2018,4,Medium,46567.2587
823,Cabeza tractora DAF XF 480,DAF,HOLANDA,Nieuwendijk,NA,47900,631000,2018,4,Medium,46567.2587
824,Cabeza tractora MAN TGX 18.460,MAN,ITALIA,Melegnano,NA,49000,630000,2018,4,Medium,46567.2587
825,Cabeza tractora Renault D-Series 430.19 DTI 11,Est,FRANCIA,Rhône,430,49900,265433,2018,4,Medium,46567.2587
826,Cabeza tractora productos peligrosos / ADR Iveco Stralis AT440S48T/P,Iveco,ITALIA,Modugno,480,55000,384280,2018,4,Medium,46567.2587
827,Cabeza tractora Scania S S500 HighLine LL- RETARDER- Leder-ALU-LUFT/LUFT,Scania,ALEMANIA,Wuppertal,501,85890,444000,2018,4,Medium,46567.2587
828,Cabeza tractora Iveco Stralis AS 440S48 T/P,Iveco,ITALIA,Moncalieri,480,55000,382000,2018,4,Medium,46567.2587
829,Cabeza tractora Scania R 450,Scania,HOLANDA,Nieuwendijk,NA,73900,510000,2018,4,Medium,46567.2587
830,Cabeza tractora DAF XF 106,Est,FRANCIA,Ille,480,68900,224000,2018,4,Medium,46567.2587
831,Cabeza tractora DAF XF 106,Est,FRANCIA,Ille,480,68900,224000,2018,4,Medium,46567.2587
832,Cabeza tractora Renault T-Series 480 T4X2 E6,Est,FRANCIA,Rhône,480,56900,291397,2018,4,Medium,46567.2587
833,Cabeza tractora DAF XF 530,DAF,HOLANDA,S,530,79750,310512,2018,4,Medium,46567.2587
834,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,61100,474500,2018,4,Medium,46567.2587
835,Cabeza tractora Volvo FH 460 / GLOBETROTTER / EURO 6 / 2018 YEAR /,Volvo,POLONIA,Bodzentyn,460,65900,422000,2018,4,Medium,46567.2587
836,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,54500,523350,2018,4,Medium,46567.2587
837,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,49950,601350,2018,4,Medium,46567.2587
838,Cabeza tractora Iveco Stralis AS 440S51,Iveco,ITALIA,Moncalieri,510,61000,355000,2018,4,Medium,46567.2587
839,Cabeza tractora MAN TGX 18.460 XLX E6 Prod.07.18 ACC LDW Navi,MAN,ALEMANIA,Hilden,460,41800,491444,2018,4,Medium,46567.2587
840,Cabeza tractora productos peligrosos / ADR Renault T-Series,Renault,FRANCIA,Puy,460,61500,329852,2018,4,Medium,46567.2587
841,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,67200,243994,2018,4,Medium,46567.2587
842,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,49950,636900,2018,4,Medium,46567.2587
843,"Cabeza tractora Volvo FH 500 4x2, Navi, Euro 6, 2x Schlafliege, VEB,",Volvo,ALEMANIA,Sittensen,510,63800,564030,2018,4,Medium,46567.2587
844,Cabeza tractora Volvo FH 460 /133 000 km !!! / EURO 6 / 11.2018 YEAR,Volvo,POLONIA,Bodzentyn,460,84900,133000,2018,4,Medium,46567.2587
845,Cabeza tractora Scania R 450/ RETARDER/ EURO 6/2018 YEAR,Scania,POLONIA,Bodzentyn,451,73900,496000,2018,4,Medium,46567.2587
846,Cabeza tractora Mercedes Actros 1846,Mercedes,FRANCIA,Bas,460,29900,532400,2018,4,Medium,46567.2587
847,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,46500,501250,2018,4,Medium,46567.2587
848,Cabeza tractora Iveco Stralis AS440S46T/P,Iveco,ITALIA,Modugno,460,58500,364366,2018,4,Medium,46567.2587
849,Cabeza tractora DAF XF 106.530 SC Retarder ACC LDW Kühlbox Alufelgen,DAF,ALEMANIA,Hilden,530,58800,391381,2018,4,Medium,46567.2587
850,Cabeza tractora Renault Gamme T 520 T4X2 E6,Renault,FRANCIA,Somme,530,70000,159052,2018,4,Medium,46567.2587
851,Cabeza tractora Renault T460 PTO HYDRAULICS (walking floor) - *241.000km* - - ALCOA ALU WHEELS - FRIGO - BE TRUCK - NICE CONDITION,Renault,BÉLGICA,Overpelt,469,48750,241000,2018,4,Medium,46567.2587
852,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,46500,528600,2018,4,Medium,46567.2587
853,Cabeza tractora Iveco Stralis AS440S46TP -CLNG,Iveco,FRANCIA,Loire,460,32000,609608,2018,4,Medium,46567.2587
854,Cabeza tractora MAN TGX 18.500,MAN,HOLANDA,Velddriel,500,28250,448000,2018,4,Medium,46567.2587
855,Cabeza tractora Renault T-Series T 480,Renault,FRANCIA,Ain,NA,51000,474674,2018,4,Medium,46567.2587
856,Cabeza tractora Volvo FH 4-500 / / ADR / I-PARCOOL/ LWDS / GLOBETROTTER / / 2018,Volvo,HOLANDA,Velddriel,500,66000,530528,2018,4,Medium,46567.2587
857,Cabeza tractora DAF XF 480,DAF,HOLANDA,Hoogerheide,479,59500,261850,2018,4,Medium,46567.2587
858,Cabeza tractora DAF XF 480,DAF,BÉLGICA,Antwerpen,NA,49950,596700,2018,4,Medium,46567.2587
859,Cabeza tractora Iveco Stralis AS440S46TP- LNG,Iveco,FRANCIA,Loire,460,49900,283215,2018,4,Medium,46567.2587
860,Cabeza tractora Iveco Stralis 460,Iveco,FRANCIA,Bas,460,32000,530300,2018,4,Medium,46567.2587
861,Cabeza tractora Renault T-Series T 480,Renault,FRANCIA,Ain,480,49000,446468,2018,4,Medium,46567.2587
862,Cabeza tractora Scania R R450 A 4X2 NEW GENERATION,Scania,ITALIA,Parma (Pr),NA,80000,490000,2018,4,Medium,46567.2587
863,Cabeza tractora DAF XF 106 XF106-480 / AUTOMATIC / DEB / SC / FULL SAFETY OPTIONS / / 2018,DAF,HOLANDA,Velddriel,479,59900,494374,2018,4,Medium,46567.2587
864,Cabeza tractora DAF XF 480,DAF,HOLANDA,Gilze,479,72500,560640,2018,4,Medium,46567.2587
865,Cabeza tractora DAF XF 480,DAF,ITALIA,Padova,480,52500,522000,2018,4,Medium,46567.2587
866,Cabeza tractora Iveco Stralis AS440S46T/P Euro6 Intarder Klima ZV,Iveco,PORTUGAL,Castanheira Do Ribatejo,460,48500,425029,2018,4,Medium,46567.2587
867,Cabeza tractora Mercedes Actros 1845,Mercedes,HOLANDA,Velddriel,NA,49000,825845,2018,4,Medium,46567.2587
868,Cabeza tractora DAF XF 530/SSC/MEGA/RETARDER/LOW DECK /NAVI /,DAF,POLONIA,Bodzentyn,531,57900,470000,2018,4,Medium,46567.2587
869,Cabeza tractora Volvo FH 460,Volvo,HOLANDA,Oud Gastel,469,74950,475250,2018,4,Medium,46567.2587
870,Cabeza tractora Iveco Stralis Hi Way AS 440S46T/P hi-tronix E6 aut+int,Iveco,ITALIA,Castel San Pietro Terme,NA,49900,235513,2018,4,Medium,46567.2587
871,Cabeza tractora productos peligrosos / ADR Iveco Stralis Hi Way AS 440 S46T/P hi-tronix E6 + intard,Iveco,ITALIA,Castel San Pietro Terme,NA,49900,226100,2018,4,Medium,46567.2587
872,Cabeza tractora productos peligrosos / ADR Iveco Stralis Hi Way AS 440 S46T/P hi-tronix E6 + intard,Iveco,ITALIA,Castel San Pietro Terme,NA,49900,243130,2018,4,Medium,46567.2587
873,Cabeza tractora productos peligrosos / ADR Iveco Stralis Hi Way AS 440 S46T/P hi-tronix E6 + intard,Iveco,ITALIA,Castel San Pietro Terme,NA,49900,250000,2018,4,Medium,46567.2587
